Original duration,Reconstructed duration,Duration difference
51.19133786848072,51.18839002267574,0.0029478458049823
43.81170068027211,43.80444444444444,0.0072562358276684
40.85596371882086,40.85551020408163,0.0004535147392275
39.28820861678005,39.288163265306125,4.535147392203953e-05
44.503945578231296,44.50104308390023,0.0029024943310673
51.17678004535147,51.17678004535147,0.0
45.30072562358277,45.29052154195011,0.0102040816326507
45.48789115646259,45.48789115646259,0.0
44.11795918367347,44.11791383219955,4.535147392203953e-05
32.19596371882086,32.19446712018141,0.0014965986394557
56.93532879818594,56.93532879818594,0.0
48.63133786848073,48.6225850340136,0.0087528344671241
48.11179138321995,48.11174603174603,4.535147392203953e-05
53.781768707483,53.7774149659864,0.004353741496601
43.95977324263038,43.95537414965986,0.0043990929705231
40.77428571428572,40.77424036281179,4.535147392914496e-05
59.51133786848072,59.50113378684807,0.0102040816326507
51.9184126984127,51.90820861678005,0.0102040816326578
41.98172335600907,41.98167800453515,4.535147392203953e-05
46.43995464852608,46.43990929705216,4.535147392203953e-05
38.22009070294784,38.22004535147392,4.535147392203953e-05
49.48462585034014,49.48172335600907,0.0029024943310673
38.2665306122449,38.26648526077098,4.535147392203953e-05
38.4697052154195,38.463854875283445,0.0058503401360567
47.275827664399095,47.275827664399095,0.0
46.13229024943311,46.126439909297055,0.0058503401360496
53.91678004535147,53.91673469387755,4.535147392203953e-05
60.279002267573695,60.279002267573695,0.0
47.4615873015873,47.4615873015873,0.0
34.27265306122449,34.27265306122449,0.0
48.50072562358277,48.49487528344671,0.0058503401360567
35.905351473922906,35.898049886621315,0.0073015873015904
34.542585034013605,34.53968253968254,0.0029024943310673
51.87337868480726,51.87337868480726,0.0
43.31977324263038,43.316825396825394,0.0029478458049894
47.47319727891156,47.47319727891156,0.0
42.479455782312925,42.4692970521542,0.0101587301587287
68.2667120181406,68.26666666666667,4.535147392914496e-05
49.98095238095238,49.98095238095238,0.0
47.46013605442177,47.44997732426304,0.0101587301587287
38.54371882086168,38.53351473922903,0.0102040816326507
40.47678004535148,40.47238095238095,0.0043990929705231
34.62095238095238,34.62095238095238,0.0
43.57229024943311,43.57224489795918,4.535147392914496e-05
68.24489795918367,68.24344671201814,0.0014512471655336
49.70231292517007,49.70231292517007,0.0
55.30784580498866,55.29832199546485,0.0095238095238059
37.72521541950113,37.72081632653061,0.0043990929705231
39.2,39.19528344671202,0.0047165532879844
40.80766439909297,40.79746031746032,0.0102040816326507
