source_file,source_language,target_domain,condition_model,condition_layer,alpha,output_file,generation_status,method_used,notes
SP_PD_005.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_005_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9974).
SP_PD_006.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_006_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9996).
SP_PD_007.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_007_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9881).
SP_PD_008.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_008_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9915).
SP_PD_009.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_009_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9990).
SP_PD_010.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_010_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9954).
SP_PD_011.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_011_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9968).
SP_PD_012.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_012_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.7990).
SP_PD_013.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_013_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.8949).
SP_PD_014.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_014_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9957).
SP_PD_015.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_015_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9961).
SP_PD_016.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_016_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.7034).
SP_PD_017.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_017_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.8770).
SP_PD_018.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_018_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.8314).
SP_PD_019.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_019_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9015).
SP_PD_020.wav,Spanish,German-domain,xlsr,11,1.0,converted_audio_stage5b\spanish_to_german\SP_PD_020_to_Ge_domain_xlsr_layer11_alpha_1_00.wav,success,prototype embedding-conditioned conversion,Clipped samples: 0 (max peak=0.9994).
